"year","from","to","bundesland","variable_x","variable_y","R-value","p_value_x1","p_value_x2","vif","f-statistic","population_density"
"2020","2020-09-11","2020-12-20","Bavaria","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","transit_stations_percent_change_from_baseline",0.961341213479842,0.000214510764683145,2.63667295281697e-43,1.38794556241169,"< 2.22e-16",186
"2020","2020-09-11","2020-12-20","Bavaria","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","workplaces_percent_change_from_baseline",1,0,0.0591219328147215,1.38794556241169,"< 2.22e-16",186
"2020","2020-09-11","2020-12-20","Bavaria","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","residential_percent_change_from_baseline",1,6.06100779074929e-05,0,1.38794556241169,"< 2.22e-16",186
"2020","2020-02-15","2020-05-25","Hamburg","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","retail_and_recreation_percent_change_from_baseline",0.962521299512832,0.511456501944442,2.85006600579331e-18,13.7761110270067,"< 2.22e-16",2446
"2020","2020-02-15","2020-05-25","Hamburg","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline",0.430105451184323,0.000108029496533327,0.0201592728859044,13.7761110270067,"4.9775e-09",2446
"2020","2020-02-15","2020-05-25","Hamburg","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","parks_percent_change_from_baseline",0.404580397945937,4.33188533804973e-07,4.78998442321753e-05,13.7761110270066,"2.2079e-08",2446
"2020","2020-02-15","2020-05-25","Hamburg","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","transit_stations_percent_change_from_baseline",0.967039245666842,0.280089372810177,1.03338111678353e-16,13.7761110270067,"< 2.22e-16",2446
"2020","2020-02-15","2020-05-25","Hamburg","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","workplaces_percent_change_from_baseline",1,0,0.913260349828819,13.7761110270067,"< 2.22e-16",2446
"2020","2020-02-15","2020-05-25","Hamburg","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","residential_percent_change_from_baseline",1,1.93944610903768e-09,0,13.7761110270067,"< 2.22e-16",2446
"2020","2020-09-11","2020-12-20","Hamburg","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","retail_and_recreation_percent_change_from_baseline",0.849871145960353,0.0970516364361387,2.06934054223658e-28,1.18430988878,"< 2.22e-16",2446
"2020","2020-09-11","2020-12-20","Hamburg","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline",0.120472881351306,0.00325029563279423,0.208289087189052,1.18430988878,"0.01272",2446
"2020","2020-09-11","2020-12-20","Hamburg","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","parks_percent_change_from_baseline",0.64774311885612,0.113746676540598,2.12921003246967e-16,1.18430988878,"3.9194e-16",2446
"2020","2020-09-11","2020-12-20","Hamburg","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","transit_stations_percent_change_from_baseline",0.927772269019613,0.0373362008729031,2.62542478978873e-37,1.18430988878,"< 2.22e-16",2446
"2020","2020-09-11","2020-12-20","Hamburg","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","workplaces_percent_change_from_baseline",1,0,0.569279926237735,1.18430988878,"< 2.22e-16",2446
"2020","2020-09-11","2020-12-20","Hamburg","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","residential_percent_change_from_baseline",1,1,0,1.18430988878,"< 2.22e-16",2446
"2020","2020-02-15","2020-05-25","Saarland","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","retail_and_recreation_percent_change_from_baseline",0.953681158984917,2.3374869726706e-07,7.12350056370803e-26,10.6876906989042,"< 2.22e-16",384
"2020","2020-02-15","2020-05-25","Saarland","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline",0.612480981202535,0.00187078206391072,0.945356193376705,10.6876906989042,"1.0045e-14",384
"2020","2020-02-15","2020-05-25","Saarland","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","parks_percent_change_from_baseline",0.361079228606552,1.11115847775674e-05,0.00155394638742049,10.6876906989042,"2.4277e-07",384
"2020","2020-02-15","2020-05-25","Saarland","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","transit_stations_percent_change_from_baseline",0.939445906240564,0.0887462180967555,1.02720357209512e-17,10.6876906989042,"< 2.22e-16",384
"2020","2020-02-15","2020-05-25","Saarland","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","workplaces_percent_change_from_baseline",1,0,0.261498051543816,10.6876906989041,"< 2.22e-16",384
"2020","2020-02-15","2020-05-25","Saarland","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","residential_percent_change_from_baseline",1,1,0,10.6876906989042,"< 2.22e-16",384
"2020","2020-09-11","2020-12-20","Saarland","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","retail_and_recreation_percent_change_from_baseline",0.697895175512434,0.0934419584306292,2.21732014310206e-18,1.22206292909707,"< 2.22e-16",384
"2020","2020-09-11","2020-12-20","Saarland","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline",0.105282204336622,0.0119434653444294,0.953551833753078,1.22206292909707,"0.022768",384
"2020","2020-09-11","2020-12-20","Saarland","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","parks_percent_change_from_baseline",0.540559823746831,7.8066272643859e-06,5.85555897018762e-13,1.22206292909707,"3.2793e-12",384
"2020","2020-09-11","2020-12-20","Saarland","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","transit_stations_percent_change_from_baseline",0.955743903314161,1.21576759599134e-13,1.15216566666794e-40,1.22206292909707,"< 2.22e-16",384
"2020","2020-09-11","2020-12-20","Saarland","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","workplaces_percent_change_from_baseline",1,0,0.29231605569149,1.22206292909707,"< 2.22e-16",384
"2020","2020-09-11","2020-12-20","Saarland","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","residential_percent_change_from_baseline",1,1,0,1.22206292909707,"< 2.22e-16",384
"2020","2020-02-15","2020-05-25","Schleswig-Holstein","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","retail_and_recreation_percent_change_from_baseline",0.952702664030096,1.89725114717885e-08,3.4606089903163e-23,17.2711095490226,"< 2.22e-16",184
"2020","2020-02-15","2020-05-25","Schleswig-Holstein","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline",0.488982856316826,0.0196581286302057,0.643243687266539,17.2711095490225,"1.2213e-10",184
"2020","2020-02-15","2020-05-25","Schleswig-Holstein","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","parks_percent_change_from_baseline",0.684706129143587,2.32780005258074e-18,7.64521797032773e-17,17.2711095490224,"< 2.22e-16",184
"2020","2020-02-15","2020-05-25","Schleswig-Holstein","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","transit_stations_percent_change_from_baseline",0.967459117028217,1.50946624605272e-07,2.40981909993892e-25,17.2711095490226,"< 2.22e-16",184
"2020","2020-02-15","2020-05-25","Schleswig-Holstein","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","workplaces_percent_change_from_baseline",1,0,0.718596996137149,17.2711095490224,"< 2.22e-16",184
"2020","2020-02-15","2020-05-25","Schleswig-Holstein","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","residential_percent_change_from_baseline",1,5.36845552843428e-08,0,17.2711095490225,"< 2.22e-16",184
"2020","2020-09-11","2020-12-20","Schleswig-Holstein","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","retail_and_recreation_percent_change_from_baseline",0.867488364871095,2.82463233905043e-08,1.62183623205467e-31,1.13929205971676,"< 2.22e-16",184
"2020","2020-09-11","2020-12-20","Schleswig-Holstein","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline",0.0985772050103991,0.812575453399474,0.0163633101214735,1.13929205971676,"0.029347",184
"2020","2020-09-11","2020-12-20","Schleswig-Holstein","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","parks_percent_change_from_baseline",0.83967139777135,2.455891598361e-10,1.04394643218922e-28,1.13929205971676,"< 2.22e-16",184
"2020","2020-09-11","2020-12-20","Schleswig-Holstein","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","transit_stations_percent_change_from_baseline",0.947168741743349,0.000727710637850648,4.08008032350225e-42,1.13929205971676,"< 2.22e-16",184
"2020","2020-09-11","2020-12-20","Schleswig-Holstein","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","workplaces_percent_change_from_baseline",1,0,0.113170255448481,1.13929205971676,"< 2.22e-16",184
"2020","2020-09-11","2020-12-20","Schleswig-Holstein","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","residential_percent_change_from_baseline",1,0.0102590840950302,0,1.13929205971676,"< 2.22e-16",184
"2020","2020-02-15","2020-05-25","Baden-Württemberg","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","retail_and_recreation_percent_change_from_baseline",0.956922294583781,3.365160614893e-08,1.31901457668151e-27,10.0236669654758,"< 2.22e-16",311
"2020","2020-02-15","2020-05-25","Baden-Württemberg","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline",0.539173206220267,0.000220945474667476,0.246303260480499,10.0236669654758,"3.6331e-12",311
"2020","2020-02-15","2020-05-25","Baden-Württemberg","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","parks_percent_change_from_baseline",0.500522306859961,2.10259436507565e-10,9.98855161609745e-08,10.0236669654758,"5.6176e-11",311
"2020","2020-02-15","2020-05-25","Baden-Württemberg","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","transit_stations_percent_change_from_baseline",0.963700482029237,1.59256786612699e-05,3.16325994028299e-27,10.0236669654758,"< 2.22e-16",311
"2020","2020-02-15","2020-05-25","Baden-Württemberg","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","workplaces_percent_change_from_baseline",1,0,0.503473883657731,10.0236669654758,"< 2.22e-16",311
"2020","2020-02-15","2020-05-25","Baden-Württemberg","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","residential_percent_change_from_baseline",1,1.2695522965768e-15,0,10.0236669654758,"< 2.22e-16",311
"2020","2020-09-11","2020-12-20","Baden-Württemberg","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","retail_and_recreation_percent_change_from_baseline",0.823154627799028,0.0805820190137805,3.30910441416092e-27,1.03275995813358,"< 2.22e-16",311
"2020","2020-09-11","2020-12-20","Baden-Württemberg","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline",0.105121739285169,0.188683242475337,0.0298553374912129,1.03275995813358,"0.022907",311
"2020","2020-09-11","2020-12-20","Baden-Württemberg","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","parks_percent_change_from_baseline",0.761404217890059,1.12766072603673e-06,1.99855724971959e-22,1.03275995813358,"< 2.22e-16",311
"2020","2020-09-11","2020-12-20","Baden-Württemberg","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","transit_stations_percent_change_from_baseline",0.950322626332696,1.56524409263677e-08,3.14055179645164e-44,1.03275995813358,"< 2.22e-16",311
"2020","2020-09-11","2020-12-20","Baden-Württemberg","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","workplaces_percent_change_from_baseline",1,0,0.0450736381725449,1.03275995813358,"< 2.22e-16",311
"2020","2020-09-11","2020-12-20","Baden-Württemberg","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","residential_percent_change_from_baseline",1,0.103307890800366,0,1.03275995813358,"< 2.22e-16",311
"2020","2020-02-15","2020-05-25","Brandenburg","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","retail_and_recreation_percent_change_from_baseline",0.903642458908116,0.00233145458481852,2.06095064873886e-15,12.0763112122811,"< 2.22e-16",85
"2020","2020-02-15","2020-05-25","Brandenburg","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline",0.448282742676113,0.0398605840967922,0.963887951727397,12.0763112122811,"1.6533e-09",85
"2020","2020-02-15","2020-05-25","Brandenburg","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","parks_percent_change_from_baseline",0.752576255081031,1.09941455435044e-21,3.62802622644344e-19,12.0763112122811,"< 2.22e-16",85
"2020","2020-02-15","2020-05-25","Brandenburg","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","transit_stations_percent_change_from_baseline",0.943755970129483,4.33024688090914e-06,2.48123881845971e-22,12.0763112122811,"< 2.22e-16",85
"2020","2020-02-15","2020-05-25","Brandenburg","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","workplaces_percent_change_from_baseline",1,0,0.787877003113325,12.0763112122811,"< 2.22e-16",85
"2020","2020-02-15","2020-05-25","Brandenburg","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","residential_percent_change_from_baseline",1,1,0,12.0763112122811,"< 2.22e-16",85
"2020","2020-09-11","2020-12-20","Brandenburg","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","retail_and_recreation_percent_change_from_baseline",0.687201826533964,0.00989882364127367,1.78415808671443e-18,1.18264422671999,"< 2.22e-16",85
"2020","2020-09-11","2020-12-20","Brandenburg","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline",0.108551422393542,0.00545424747174027,0.194526556042055,1.18264422671999,"0.020104",85
"2020","2020-09-11","2020-12-20","Brandenburg","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","parks_percent_change_from_baseline",0.82327838611948,1.19121386626353e-06,3.57957027494796e-27,1.18264422671999,"< 2.22e-16",85
"2020","2020-09-11","2020-12-20","Brandenburg","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","transit_stations_percent_change_from_baseline",0.941493644500959,3.21336661894924e-08,1.74162373506098e-38,1.18264422671999,"< 2.22e-16",85
"2020","2020-09-11","2020-12-20","Brandenburg","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","workplaces_percent_change_from_baseline",1,0,0.174311035795309,1.18264422671999,"< 2.22e-16",85
"2020","2020-09-11","2020-12-20","Brandenburg","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","residential_percent_change_from_baseline",1,1,0,1.18264422671999,"< 2.22e-16",85
"2020","2020-02-15","2020-05-25","Hessen","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","retail_and_recreation_percent_change_from_baseline",0.962800135454299,1.75547303024475e-05,3.80511982329115e-22,18.1505882113272,"< 2.22e-16",298
"2020","2020-02-15","2020-05-25","Hessen","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline",0.500457051959809,0.00294006293250701,0.233473470989173,18.1505882113274,"5.6426e-11",298
"2020","2020-02-15","2020-05-25","Hessen","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","parks_percent_change_from_baseline",0.503783511630365,9.43660789803255e-10,1.34269082442289e-07,18.1505882113272,"4.4959e-11",298
"2020","2020-02-15","2020-05-25","Hessen","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","transit_stations_percent_change_from_baseline",0.9170824970464,0.396979014182876,4.76429078482042e-10,18.1505882113272,"< 2.22e-16",298
"2020","2020-02-15","2020-05-25","Hessen","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","workplaces_percent_change_from_baseline",1,0,0.378211732348967,18.1505882113271,"< 2.22e-16",298
"2020","2020-02-15","2020-05-25","Hessen","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","residential_percent_change_from_baseline",1,2.23605748395069e-13,0,18.1505882113271,"< 2.22e-16",298
"2020","2020-09-11","2020-12-20","Hessen","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","retail_and_recreation_percent_change_from_baseline",0.822563661115143,0.208470048360621,3.4547422542716e-26,1.14477791851929,"< 2.22e-16",298
"2020","2020-09-11","2020-12-20","Hessen","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline",0.0611503142723337,0.0427927570927267,0.725874041953971,1.14477791851929,"0.11702",298
"2020","2020-09-11","2020-12-20","Hessen","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","parks_percent_change_from_baseline",0.658917954197893,0.688088342490841,1.75896430687959e-16,1.14477791851929,"< 2.22e-16",298
"2020","2020-09-11","2020-12-20","Hessen","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","transit_stations_percent_change_from_baseline",0.933721321350781,0.0445470568236738,3.46338125975515e-39,1.14477791851929,"< 2.22e-16",298
"2020","2020-09-11","2020-12-20","Hessen","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","workplaces_percent_change_from_baseline",1,0,0.288153262269842,1.14477791851929,"< 2.22e-16",298
"2020","2020-09-11","2020-12-20","Hessen","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","residential_percent_change_from_baseline",1,0.118146755985735,0,1.14477791851929,"< 2.22e-16",298
"2020","2020-02-15","2020-05-25","Mecklenburg-Vorpommern","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","retail_and_recreation_percent_change_from_baseline",0.880941091364919,0.657257457381735,3.96460605276485e-13,6.88116399241167,"< 2.22e-16",69
"2020","2020-02-15","2020-05-25","Mecklenburg-Vorpommern","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline",0.603425941941556,0.000475224969581133,0.82515180606431,6.88116399241169,"2.2031e-14",69
"2020","2020-02-15","2020-05-25","Mecklenburg-Vorpommern","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","parks_percent_change_from_baseline",0.276853276773096,1.58502844865639e-05,3.80037631166762e-06,11.3241251206157,"1.9235e-05",69
"2020","2020-02-15","2020-05-25","Mecklenburg-Vorpommern","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","transit_stations_percent_change_from_baseline",0.902653453692631,0.0347998377507058,1.18687408291196e-17,6.8811639924117,"< 2.22e-16",69
"2020","2020-02-15","2020-05-25","Mecklenburg-Vorpommern","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","workplaces_percent_change_from_baseline",1,0,0.17567728042087,6.8811639924117,"< 2.22e-16",69
"2020","2020-02-15","2020-05-25","Mecklenburg-Vorpommern","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","residential_percent_change_from_baseline",1,3.59874545690048e-05,0,6.88116399241169,"< 2.22e-16",69
"2020","2020-09-11","2020-12-20","Mecklenburg-Vorpommern","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","retail_and_recreation_percent_change_from_baseline",0.861720757581025,0.00583405544666858,4.18109320137478e-29,1.31865610033651,"< 2.22e-16",69
"2020","2020-09-11","2020-12-20","Mecklenburg-Vorpommern","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline",0.567725027895067,0.797221459719023,5.00218043160027e-12,1.31865610033651,"4.129e-13",69
"2020","2020-09-11","2020-12-20","Mecklenburg-Vorpommern","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","parks_percent_change_from_baseline",0.8777783764973,4.56150627974927e-06,1.12143500586476e-31,1.31865610033651,"< 2.22e-16",69
"2020","2020-09-11","2020-12-20","Mecklenburg-Vorpommern","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","transit_stations_percent_change_from_baseline",0.926807961609684,0.225211909749977,3.45898744325329e-37,1.31865610033651,"< 2.22e-16",69
"2020","2020-09-11","2020-12-20","Mecklenburg-Vorpommern","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","workplaces_percent_change_from_baseline",1,0,0.0195412528837688,1.31865610033651,"< 2.22e-16",69
"2020","2020-09-11","2020-12-20","Mecklenburg-Vorpommern","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","residential_percent_change_from_baseline",1,8.75184942526837e-06,0,1.31865610033651,"< 2.22e-16",69
"2020","2020-02-15","2020-05-25","Lower Saxony","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","retail_and_recreation_percent_change_from_baseline",0.948944074548074,5.65823403190143e-06,8.48377377675143e-21,16.5589077776067,"< 2.22e-16",168
"2020","2020-02-15","2020-05-25","Lower Saxony","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline",0.517854049271398,0.00488451673853498,0.400610862078335,16.5589077776067,"1.6907e-11",168
"2020","2020-02-15","2020-05-25","Lower Saxony","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","parks_percent_change_from_baseline",0.644692721916179,4.21379619013239e-16,4.00782723502463e-14,16.5589077776067,"5.2546e-16",168
"2020","2020-02-15","2020-05-25","Lower Saxony","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","transit_stations_percent_change_from_baseline",0.962604763846658,0.000132625284837001,5.81203768376716e-22,16.5589077776068,"< 2.22e-16",168
"2020","2020-02-15","2020-05-25","Lower Saxony","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","workplaces_percent_change_from_baseline",1,0,0.892918340732318,16.5589077776068,"< 2.22e-16",168
"2020","2020-02-15","2020-05-25","Lower Saxony","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","residential_percent_change_from_baseline",1,1.10677873990496e-35,0,16.5589077776068,"< 2.22e-16",168
"2020","2020-09-11","2020-12-20","Lower Saxony","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","retail_and_recreation_percent_change_from_baseline",0.763756108537544,9.92715756675562e-05,5.81621265789235e-23,1.12032423257996,"< 2.22e-16",168
"2020","2020-09-11","2020-12-20","Lower Saxony","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline",0.0490024914953332,0.178290884033828,0.444366677293278,1.12032423257996,"0.18118",168
"2020","2020-09-11","2020-12-20","Lower Saxony","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","parks_percent_change_from_baseline",0.860017214615667,3.98667465225949e-16,3.69342722179595e-30,1.12032423257996,"< 2.22e-16",168
"2020","2020-09-11","2020-12-20","Lower Saxony","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","transit_stations_percent_change_from_baseline",0.944507465173977,0.389083509708847,1.3679678538437e-42,1.12032423257996,"< 2.22e-16",168
"2020","2020-09-11","2020-12-20","Lower Saxony","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","workplaces_percent_change_from_baseline",1,0,0.0900642883843812,1.12032423257996,"< 2.22e-16",168
"2020","2020-09-11","2020-12-20","Lower Saxony","workplaces_percent_change_from_baseline + residential_percent_change_from_baseline","residential_percent_change_from_baseline",1,0.00334790088747285,0,1.12032423257996,"< 2.22e-16",168
